mean_usage,max_usage,min_usage,std_usage,variance_usage,median_usage,peak_to_mean_ratio,label
0.9477961165048544,18.29,0.0,3.1015137683370235,9.619387655184125,0.0,19.297378818208635,1
4.606312056737589,44.57,0.0,7.107997187402005,50.523624016114816,0.955,9.675851261304981,1
8.312549019607843,79.71,0.0,10.289866565810948,105.88135394219398,5.07,9.58911523082305,1
3.638446411012783,40.98,0.0,7.999478547555743,63.99165703280454,0.0,11.263045846413092,1
67.64971830985915,399.4,0.0,64.41158459802787,4148.852230428901,52.44,5.903941717342678,1
8.492053663570692,50.0,0.0,8.391047904225166,70.40968493100155,6.19,5.887856588404988,1
10.501853188929,23.27,0.0,4.148401571412494,17.20923559769765,10.26,2.215799189492758,1
6.703457394711067,22.57,0.0,3.174116936853503,10.075018328820263,6.37,3.366918785951951,1
16.944037037037038,102.19,0.0,10.88155782690525,118.40830074028293,16.095,6.031029898341146,1
53.00961956521739,88.94,0.0,24.224308728421157,586.8171333698614,60.25,1.6778086515555737,1
9.16981981981982,65.3,0.0,11.102731880133534,123.27065520213351,4.78,7.121186038756546,1
0.15920969441517388,32.35,0.0,1.8224293806159073,3.32124884733208,0.0,203.18986811049814,1
3.2681924198250725,14.96,0.0,3.2801308514489644,10.759258402627308,2.65,4.57745245714396,1
8.477509765625,63.1,0.0,11.393998272225184,129.8231966274705,4.25,7.443222632740355,1
14.37486166007905,48.9,0.0,10.268523725739046,105.4425795060657,10.33,3.401771631238047,1
14.29953629032258,43.01,0.0,8.700756476077094,75.70316325599751,15.82,3.0077896317042123,1
0.14845330739299611,18.8,0.0,0.9586148319658944,0.918942396065,0.0,126.63829248303078,1
25.37186943620178,74.67,0.0,10.765129053172148,115.88800353145108,24.95,2.943023069101651,1
8.953546910755149,67.03,0.0,7.779934524011691,60.52738119790901,7.76,7.486417749491514,1
11.332553606237818,65.36,0.0,11.781134266049452,138.79512459468458,6.535,5.767455112373662,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.08666666666666667,14.98,0.0,0.8773623240252841,0.7697646476190476,0.0,172.8441594904674,1
0.42478218780251703,22.64,0.0,1.654321383620055,2.736779240302573,0.0,53.29777790199504,1
10.065817805383022,89.69,0.0,14.303088231477993,204.57833295744427,3.8899999999999997,8.910353120208699,1
14.222609254498712,36.62,0.0,8.085430053789024,65.37417915471477,15.56,2.574773501117127,1
